Parent Molecule,Name,InChIKey,Smiles,Drug Type,Administration_Routes,SideEffects,Oral,Parenteral,Topical,Phase,First Approval,Withdrawn Flag
CHEMBL1178103,SUDEXANOX,DIGXMFZQXQUVMR-UHFFFAOYSA-N,CCCCCCc1cc(S(C)(=N)=O)cc2c(=O)c3cc(C(=O)O)ccc3oc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL134641,SABCOMELINE,IQWCBYSUUOFOMF-QTLFRQQHSA-N,CO/N=C(\C#N)[C@H]1CN2CCC1CC2,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2111144,ZOLAZEPAM,GDSCFOSHSOWNDL-UHFFFAOYSA-N,Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL346948,BINFLOXACIN,UBGCCYGMLOBJOJ-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN4CCC3CC4)cc21,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2105022,INDELOXAZINE,MADRVGBADLFHMO-UHFFFAOYSA-N,C1=Cc2cccc(OCC3CNCCO3)c2C1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1160385,GUANACLINE,WQVAYGCXSJMPRT-UHFFFAOYSA-N,CC1=CCN(CCNC(=N)N)CC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL157337,RAMIFENAZONE,XOZLRRYPUKAKMU-UHFFFAOYSA-N,Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1076347,TRICLOCARBAN,ICUTUKXCWQYESQ-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL356918,ENILCONAZOLE,PZBPKYOVPCNPJY-UHFFFAOYSA-N,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL17669,ENGLITAZONE,MVDXXGIBARMXSA-PYUWXLGESA-N,O=C1NC(=O)C(Cc2ccc3c(c2)CC[C@H](Cc2ccccc2)O3)S1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1766570,AMTOLMETIN GUACIL,CWJNMKKMGIAGDK-UHFFFAOYSA-N,COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1201392,FLUMETHASONE,WXURHACBFYSXBI-GQKYHHCASA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL71685,DALTROBAN,IULOBWFWYDMECP-UHFFFAOYSA-N,O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL366947,BRETAZENIL,LWUDDYHYYNNIQI-ZDUSSCGKSA-N,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1514085,AMIPHENAZOLE,UPOYFZYFGWBUKL-UHFFFAOYSA-N,Nc1nc(N)c(-c2ccccc2)s1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2111058,SUNEPITRON,UXWBIYCPUVWKHP-KBPBESRZSA-N,O=C1CCC(=O)N1C[C@H]1CC[C@H]2CN(c3ncccn3)CCN2C1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2106760,FLUTONIDINE,UYIZEUBMWCOJFF-UHFFFAOYSA-N,Cc1ccc(F)cc1NC1=NCCN1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2104165,CYPRAZEPAM,,[O-][N+]1=C(c2ccccc2)c2cc(Cl)ccc2N=C(NCC2CC2)C1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1213365,TESICAM,HWCORKBTTGTRDY-UHFFFAOYSA-N,O=C1NC(=O)C(C(=O)Nc2ccc(Cl)cc2)c2ccccc21,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL136711,BIRIPERONE,YCNCIZWAGQTWBI-UHFFFAOYSA-N,O=C(CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1)c1ccc(F)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL276177,DISOBUTAMIDE,YKFWMDHZMQLWBO-UHFFFAOYSA-N,CC(C)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL367197,BUMEPIDIL,NJJPSFAJAKVSST-UHFFFAOYSA-N,Cc1nc2ncnn2c2c1CCN2C(C)(C)C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL528271,PARBENDAZOLE,YRWLZFXJFBZBEY-UHFFFAOYSA-N,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL146727,PIPRAMADOL,JRLWHJKUNYBJRC-UHFFFAOYSA-N,CC(C(=O)N(C)C1CCCCC1)C1(O)CCN(CCc2ccccc2Cl)CC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1986706,LOBENZARIT,UGDPYGKWIHHBMB-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1cc(Cl)ccc1C(=O)O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL3989483,NORLEVORPHANOL,IYNWSQDZXMGGGI-NUEKZKHPSA-N,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)NCC3,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2105135,NAPROXOL,LTRANDSQVZFZDG-SNVBAGLBSA-N,COc1ccc2cc([C@H](C)CO)ccc2c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1481457,GLYSOBUZOLE,LZCBNYVJTNCPDR-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL24646,PIMOBENDAN,GLBJJMFZWDBELO-UHFFFAOYSA-N,COc1ccc(-c2nc3cc(C4=NNC(=O)CC4C)ccc3[nH]2)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL148635,PIPRADIMADOL,CNIMNQJXZKALLC-UHFFFAOYSA-N,CN(C(=O)C(C)(C)C1(O)CCN(CCc2ccccc2Cl)CC1)C1CCCCC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1722893,PIPERILATE,RZWPJFMNFATBEG-UHFFFAOYSA-N,O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL355862,ZONIPORIDE,GDXBRVCQGGKXJY-UHFFFAOYSA-N,N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL287419,LOSULAZINE,SYJKIRZBDWNJSB-UHFFFAOYSA-N,O=C(c1ccc(Nc2ccnc3cc(C(F)(F)F)ccc23)cc1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL275742,DEXPROPRANOLOL,AQHHHDLHHXJYJD-CQSZACIVSA-N,CC(C)NC[C@@H](O)COc1cccc2ccccc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2051956,DEXNIGULDIPINE,SVJMLYUFVDMUHP-MGBGTMOVSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1951050,LANPERISONE,RYZCWZZJFAKYHX-LLVKDONJSA-N,C[C@H](CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2105600,VOLPRISTIN,JOOMGSFOCRDAHL-WPZKFCHQSA-N,CC1=C\[C@@H](O)CC(=O)Cc2nc(co2)C(=O)N2CCC[C@@H]2C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1968696,PICODRALAZINE,KCASCYQNVLPVDP-UHFFFAOYSA-N,NNc1nnc(Cc2ccncc2)c2ccccc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110604,BETAMICIN,RHRAMPXHWHSKQB-GGEUKFTFSA-N,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110607,DAZADROL,DITYEPYMBCHKLF-UHFFFAOYSA-N,OC(C1=NCCN1)(c1ccc(Cl)cc1)c1ccccn1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1873035,LEVOGLUCOSE,WQZGKKKJIJFFOK-ZZWDRFIYSA-N,OC[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@H]1O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL51396,ROLZIRACETAM,IEZDOKQWPWZVQF-UHFFFAOYSA-N,O=C1CCC2CCC(=O)N12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL405355,NIGULDIPINE,SVJMLYUFVDMUHP-XIFFEERXSA-N,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL10372,ZOPOLRESTAT,BCSVCWVQNOXFGL-UHFFFAOYSA-N,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL36016,DIAZIQUONE,WVYXNIXAMZOZFK-UHFFFAOYSA-N,CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2106146,FENDOSAL,HAWWPSYXSLJRBO-UHFFFAOYSA-N,O=C(O)c1cc(-n2c(-c3ccccc3)cc3c2CCc2ccccc2-3)ccc1O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL25892,FRESELESTAT,YSIHYROEMJSOAS-UHFFFAOYSA-N,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(=O)c1nnc(C(C)(C)C)o1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2074792,DEVAPAMIL,VMVKIDPOEOLUFS-UHFFFAOYSA-N,COc1cccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL30746,SOTERENOL,HHRNQOGXBRYCHF-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1368380,MEFEXAMIDE,HUNIPYLVUPMFCZ-UHFFFAOYSA-N,CCN(CC)CCNC(=O)COc1ccc(OC)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1476782,AMILOXATE,UBNYRXMKIIGMKK-RMKNXTFCSA-N,COc1ccc(/C=C/C(=O)OCCC(C)C)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL68262,IRLOXACIN,RZLHGQLYNZQZQQ-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2104748,TIBRIC ACID,IFXSWTIWFGIXQO-AOOOYVTPSA-N,C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)C1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1873703,DIELDRIN,DFBKLUNHFCTMDC-PICURKEMSA-N,ClC1=C(Cl)[C@]2(Cl)[C@@H]3[C@@H]4C[C@@H]([C@H]5O[C@@H]45)[C@@H]3[C@@]1(Cl)C2(Cl)Cl,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL173809,EMOPAMIL,DWAWDSVKAUWFHC-UHFFFAOYSA-N,CC(C)C(C#N)(CCCN(C)CCc1ccccc1)c1ccccc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL558722,EBERCONAZOLE,MPTJIDOGFUQSQH-UHFFFAOYSA-N,Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL300072,PRANAZEPIDE,WKJDXKWFGJWGAS-XMMPIXPASA-N,O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1180074,MIRISTALKONIUM ION,WNBGYVXHFTYOBY-UHFFFAOYSA-N,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL448864,LEVCYCLOSERINE,DYDCUQKUCUHJBH-REOHCLBHSA-N,N[C@H]1CONC1=O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL459815,GEROQUINOL,ZSCRTFONTNMQBL-NTUHNPAUSA-N,CC(C)=CCC/C(C)=C/Cc1cc(O)ccc1O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL327407,ETEROBARB,DACOQFZGGLCXMA-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2104634,DEXIVACAINE,INWLQCZOYSRPNW-ZDUSSCGKSA-N,Cc1cccc(C)c1NC(=O)[C@@H]1CCCCN1C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL444186,RAZOXANE,BMKDZUISNHGIBY-UHFFFAOYSA-N,CC(CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1080983,FEBANTEL,HMCCXLBXIJMERM-UHFFFAOYSA-N,COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL95804,SEMATILIDE,KHYPYQZQJSBPIX-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL267723,IOLOPRIDE,CANPFCFJURGKAX-JTQLQIEISA-N,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(I)c1O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL119865,PRIZIDILOL,QGONODUKOFNSOY-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1ccccc1-c1ccc(NN)nn1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110757,PIRAZMONAM,JXSPWQGYERHATM-MUXKCCDJSA-N,CC(C)(O/N=C(\C(=O)NC1CN(C(=O)NS(=O)(=O)N2CCN(NC(=O)c3cc(=O)c(O)c[nH]3)C2=O)C1=O)c1csc(N)n1)C(=O)O,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL150283,FENOCTIMINE,JXPCRJDMUSNASY-UHFFFAOYSA-N,CCCCCCCC/N=C/N1CCC(C(c2ccccc2)c2ccccc2)CC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2104551,PHENADOXONE,LOXCOAXRHYDLOW-UHFFFAOYSA-N,CCC(=O)C(CC(C)N1CCOCC1)(c1ccccc1)c1ccccc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1903897,FENADIAZOLE,OINXXHYENYVYPB-UHFFFAOYSA-N,Oc1ccccc1-c1nnco1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2106262,ETHIAZIDE,VXLCNTLWWUDBSO-UHFFFAOYSA-N,CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL280685,METUREDEPA,QTFKTBRIGWJQQL-UHFFFAOYSA-N,CCOC(=O)NP(=O)(N1CC1(C)C)N1CC1(C)C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110719,SURICAINIDE,OSTGVQSWUXGHKL-UHFFFAOYSA-N,CCN(CC)CCNC(=O)N(CCS(=O)(=O)c1ccccc1)C(C)C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110847,DYMANTHINE,NAPSCFZYZVSQHF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCN(C)C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110985,PROPIRAM,ZBAFFZBKCMWUHM-UHFFFAOYSA-N,CCC(=O)N(c1ccccn1)C(C)CN1CCCCC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL8425,NAFAZATROM,ISBUYSPRIJRBKX-UHFFFAOYSA-N,CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110610,FANDOSENTAN,YMGQBWRXNCAABF-UHFFFAOYSA-N,CCc1cc(C2=C(C(=O)O)N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL414,CARZENIDE,UCAGLBKTLXCODC-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)O)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2104698,DERAMCICLANE,QOBGWWQAMAPULA-RLLQIKCJSA-N,CN(C)CCO[C@]1(c2ccccc2)C[C@H]2CC[C@]1(C)C2(C)C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL24329,TELOXANTRONE,WOPAVGQTOMNFGS-UHFFFAOYSA-N,CNCCNc1ccc2c3c(nn2CCNCCO)-c2c(O)ccc(O)c2C(=O)c13,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL43184,AMINACRINE,XJGFWWJLMVZSIG-UHFFFAOYSA-N,Nc1c2ccccc2nc2ccccc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL8965,ROSARAMICIN,IUPCWCLVECYZRV-JZMZINANSA-N,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110839,DORASTINE,WCTGYFWVYBPRGF-UHFFFAOYSA-N,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CN(C)CC3)cn1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL274047,TANDOSPIRONE,CEIJFEGBUDEYSX-FZDBZEDMSA-N,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2111184,TREBENZOMINE,FDJAKSHVOONYHX-UHFFFAOYSA-N,CC1Oc2ccccc2CC1N(C)C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1697833,CLORTERMINE,HXCXASJHZQXCKK-UHFFFAOYSA-N,CC(C)(N)Cc1ccccc1Cl,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2105991,ANAXIRONE,ZTXDHEQQZVFGPK-UHFFFAOYSA-N,O=c1n(CC2CO2)c(=O)n(CC2CO2)n1CC1CO1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL30400,OXILOFRINE,OXFGTKPPFSCSMA-UHFFFAOYSA-N,CNC(C)C(O)c1ccc(O)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2106372,IOGLYCAMIC ACID,FZDZULUFHNDEDJ-UHFFFAOYSA-N,O=C(COCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110923,TOFENACIN,PNYKGCPSFKLFKA-UHFFFAOYSA-N,CNCCOC(c1ccccc1)c1ccccc1C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110882,CARBIPHENE,NQIZDFMZAXUZCZ-UHFFFAOYSA-N,CCOC(C(=O)N(C)CCN(C)CCc1ccccc1)(c1ccccc1)c1ccccc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110999,PRIDEFINE,BJUHVJHOJBHLJS-UHFFFAOYSA-N,CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL132966,RIVANICLINE,JUOSGGQXEBBCJB-GORDUTHDSA-N,CNCC/C=C/c1cccnc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110902,ACLATONIUM,SRZGFCNCQUMTCP-UHFFFAOYSA-N,CC(=O)OC(C)C(=O)OCC[N+](C)(C)C,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110793,CILADOPA,SGEKLKJQLHJVDK-LJQANCHMSA-N,COc1ccc([C@H](O)CN2CCN(c3cccccc3=O)CC2)cc1OC,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL69759,SONEPIPRAZOLE,WNUQCGWXPNGORO-NRFANRHFSA-N,NS(=O)(=O)c1ccc(N2CCN(CC[C@@H]3OCCc4ccccc43)CC2)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2046550,OMOCONAZOLE,JMFOSJNGKJCTMJ-ZHZULCJRSA-N,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL345937,ULIFLOXACIN,SUXQDLLXIBLQHW-UHFFFAOYSA-N,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1330,MORPHINE GLUCURONIDE,GNJCUHZOSOYIEC-GAROZEBRSA-N,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)C=C[C@H]3[C@H]1C5,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL245621,HALOPEMIDE,NBHPRWLFLUBAIE-UHFFFAOYSA-N,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2106646,BUPICOMIDE,VKSPIPWLHGKJQO-UHFFFAOYSA-N,CCCCc1ccc(C(N)=O)nc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL277775,TETRAMISOLE,HLFSDGLLUJUHTE-UHFFFAOYSA-N,c1ccc(C2CN3CCSC3=N2)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1201308,IOFETAMINE,ISEHJSHTIVKELA-UHFFFAOYSA-N,CC(C)NC(C)Cc1ccc(I)cc1,1:Synthetic Small Molecule,,,0,1,0,4.0,1987.0,False
CHEMBL86754,IODOQUINOL,UXZFQZANDVDGMM-UHFFFAOYSA-N,Oc1c(I)cc(I)c2cccnc12,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2110775,CARPIPRAMINE,NWPJLRSCSQHPJV-UHFFFAOYSA-N,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2111010,TIOPERIDONE,CDNFCUXEJDEBEX-UHFFFAOYSA-N,CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL96153,TERIKALANT,UIZPEXQHMIZQPQ-IBGZPJMESA-N,COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL128251,IOCANLIDIC ACID,YAONEUNUMVOKNQ-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCc1ccc(I)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1908329,LILOPRISTONE,RCOWGILQXUPXEW-FUSOFXSQSA-N,CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)/C=C\CO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1231107,CYROMAZINE,LVQDKIWDGQRHTE-UHFFFAOYSA-N,Nc1nc(N)nc(NC2CC2)n1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL160347,BROFAROMINE,WZXHSWVDAYOFPE-UHFFFAOYSA-N,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL2111070,FLUDAZONIUM,BHXRHLZSAINIQS-UHFFFAOYSA-N,O=C(C[n+]1ccn(CC(OCc2ccc(Cl)cc2Cl)c2ccc(Cl)cc2Cl)c1)c1ccc(F)cc1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL6231,AMIFLOXACIN,RUXPNBWPIRDVTH-UHFFFAOYSA-N,CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL1555467,ANAZOLENE,QFVHZQCOUORWEI-UHFFFAOYSA-N,O=S(=O)(O)c1cc(O)c2c(/N=N/c3ccc(Nc4ccccc4)c4c(S(=O)(=O)O)cccc34)cc(S(=O)(=O)O)cc2c1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
CHEMBL275707,RIMCAZOLE,GUDVQJXODNJRIJ-CALCHBBNSA-N,C[C@@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@H](C)N1,1:Synthetic Small Molecule,,,0,0,0,2.0,,False
